Pokemon_Name,Pokemon_Tier,Level,HP_Percent,Status_Effect,Pokeball_Type,Catch_Result
Magikarp,Common,39,79,None,Poke Ball,Escaped
Weedle,Common,24,83,None,Great Ball,Escaped
Weedle,Common,53,36,None,Poke Ball,Escaped
Oddish,Common,51,80,None,Ultra Ball,Escaped
Larvitar,Rare,39,4,Paralyze,Ultra Ball,Caught
Aerodactyl,Rare,66,62,Sleep,Great Ball,Escaped
Zigzagoon,Common,24,4,Sleep,Poke Ball,Caught
Gible,Rare,25,65,Sleep,Great Ball,Escaped
Lapras,Rare,28,9,None,Great Ball,Escaped
Oddish,Common,79,42,Poison,Ultra Ball,Escaped
Caterpie,Common,65,69,None,Ultra Ball,Escaped
Larvitar,Rare,23,75,Paralyze,Great Ball,Escaped
Zigzagoon,Common,100,45,Sleep,Ultra Ball,Caught
Pidgey,Common,67,91,Paralyze,Ultra Ball,Caught
Magikarp,Common,44,94,None,Great Ball,Escaped
Sentret,Common,90,2,Paralyze,Poke Ball,Escaped
Caterpie,Common,60,7,Paralyze,Great Ball,Caught
Weedle,Common,61,21,Paralyze,Ultra Ball,Caught
Caterpie,Common,76,42,Sleep,Poke Ball,Caught
Dratini,Rare,38,19,Paralyze,Great Ball,Caught
Pidgey,Common,4,80,Sleep,Poke Ball,Escaped
Pidgey,Common,74,42,Paralyze,Ultra Ball,Caught
Sentret,Common,75,69,None,Ultra Ball,Escaped
Bidoof,Common,97,6,Poison,Great Ball,Escaped
Zigzagoon,Common,23,84,Paralyze,Ultra Ball,Caught
Gible,Rare,12,37,None,Ultra Ball,Escaped
Sentret,Common,94,25,None,Great Ball,Escaped
Lapras,Rare,26,5,Sleep,Ultra Ball,Caught
Pidgey,Common,84,28,Sleep,Ultra Ball,Caught
Lapras,Rare,63,20,None,Poke Ball,Escaped
Pidgey,Common,54,90,Poison,Poke Ball,Escaped
Gible,Rare,69,21,None,Great Ball,Escaped
Bidoof,Common,62,14,None,Great Ball,Escaped
Lapras,Rare,40,94,Paralyze,Ultra Ball,Caught
Zubat,Common,76,84,Sleep,Poke Ball,Escaped
Oddish,Common,31,38,None,Great Ball,Caught
Aerodactyl,Rare,12,68,None,Ultra Ball,Escaped
Magikarp,Common,41,100,Paralyze,Ultra Ball,Caught
Rattata,Common,94,52,Sleep,Ultra Ball,Escaped
Rattata,Common,80,93,Sleep,Ultra Ball,Escaped
Ho-Oh,Legendary,82,27,Paralyze,Ultra Ball,Escaped
Oddish,Common,19,69,None,Great Ball,Escaped
Magikarp,Common,39,99,Sleep,Poke Ball,Escaped
Pidgey,Common,56,91,None,Great Ball,Escaped
Gyarados,Rare,34,68,None,Great Ball,Escaped
Snorlax,Rare,92,93,None,Ultra Ball,Escaped
Arceus,Legendary,94,79,None,Poke Ball,Escaped
Scyther,Rare,11,88,None,Great Ball,Escaped
Caterpie,Common,14,23,Paralyze,Poke Ball,Caught
Arcanine,Rare,2,80,None,Great Ball,Escaped
Geodude,Common,34,92,Paralyze,Ultra Ball,Caught
Rattata,Common,51,62,None,Poke Ball,Escaped
Rayquaza,Legendary,18,71,Sleep,Ultra Ball,Escaped
Oddish,Common,95,55,None,Great Ball,Escaped
Caterpie,Common,12,71,Poison,Ultra Ball,Caught
Magikarp,Common,29,62,Sleep,Ultra Ball,Caught
Sentret,Common,12,27,Sleep,Poke Ball,Escaped
Aerodactyl,Rare,94,46,Sleep,Great Ball,Escaped
Ho-Oh,Legendary,8,72,Sleep,Ultra Ball,Escaped
Geodude,Common,74,54,Paralyze,Poke Ball,Escaped
Sentret,Common,46,44,None,Great Ball,Escaped
Arceus,Legendary,24,37,None,Poke Ball,Escaped
Sentret,Common,21,100,Sleep,Ultra Ball,Caught
Geodude,Common,12,41,None,Ultra Ball,Caught
Sentret,Common,48,62,None,Poke Ball,Escaped
Gible,Rare,59,88,Sleep,Great Ball,Escaped
Zigzagoon,Common,1,1,Sleep,Ultra Ball,Caught
Weedle,Common,98,9,None,Great Ball,Escaped
Rattata,Common,32,80,None,Ultra Ball,Escaped
Magikarp,Common,2,91,Paralyze,Poke Ball,Escaped
Lugia,Legendary,75,19,None,Great Ball,Escaped
Magikarp,Common,63,11,Sleep,Great Ball,Caught
Zigzagoon,Common,88,84,Sleep,Great Ball,Escaped
Lapras,Rare,72,39,None,Poke Ball,Escaped
Rattata,Common,7,13,Sleep,Great Ball,Caught
Larvitar,Rare,92,45,Poison,Great Ball,Escaped
Zubat,Common,10,97,None,Poke Ball,Escaped
Articuno,Legendary,24,50,Poison,Great Ball,Escaped
Pidgey,Common,51,91,Sleep,Great Ball,Caught
Magikarp,Common,25,83,Paralyze,Poke Ball,Escaped
Rattata,Common,17,72,Paralyze,Great Ball,Caught
Weedle,Common,95,59,None,Poke Ball,Escaped
Geodude,Common,28,70,Paralyze,Great Ball,Caught
Magikarp,Common,80,59,Paralyze,Poke Ball,Escaped
Poliwag,Common,76,56,Paralyze,Poke Ball,Escaped
Magikarp,Common,31,7,None,Great Ball,Escaped
Zubat,Common,32,51,None,Ultra Ball,Caught
Zigzagoon,Common,44,10,Paralyze,Poke Ball,Caught
Groudon,Legendary,9,7,None,Poke Ball,Escaped
Weedle,Common,65,88,None,Great Ball,Escaped
Magikarp,Common,73,74,Poison,Poke Ball,Escaped
Weedle,Common,6,76,None,Ultra Ball,Caught
Magikarp,Common,5,24,Paralyze,Poke Ball,Caught
Oddish,Common,34,51,Paralyze,Ultra Ball,Caught
Weedle,Common,92,66,Paralyze,Poke Ball,Escaped
Pidgey,Common,92,3,Sleep,Poke Ball,Caught
Zubat,Common,36,30,None,Poke Ball,Escaped
Arcanine,Rare,46,24,Sleep,Great Ball,Escaped
Zigzagoon,Common,99,10,None,Ultra Ball,Caught
Scyther,Rare,20,66,None,Great Ball,Escaped
Ho-Oh,Legendary,17,53,Paralyze,Great Ball,Escaped
Larvitar,Rare,28,98,Sleep,Great Ball,Escaped
Poliwag,Common,33,41,Paralyze,Poke Ball,Escaped
Bidoof,Common,19,48,None,Great Ball,Escaped
Sentret,Common,39,12,None,Great Ball,Caught
Geodude,Common,84,38,None,Great Ball,Escaped
Pidgey,Common,41,77,None,Great Ball,Escaped
Geodude,Common,13,26,Poison,Great Ball,Caught
Bidoof,Common,66,96,None,Ultra Ball,Caught
Gyarados,Rare,63,45,None,Poke Ball,Escaped
Bidoof,Common,24,38,None,Ultra Ball,Caught
Weedle,Common,65,51,Poison,Ultra Ball,Escaped
Gible,Rare,16,47,None,Poke Ball,Escaped
Gible,Rare,82,98,Sleep,Ultra Ball,Escaped
Larvitar,Rare,76,37,Paralyze,Ultra Ball,Escaped
Scyther,Rare,77,37,None,Poke Ball,Escaped
Poliwag,Common,85,29,None,Ultra Ball,Escaped
Pidgey,Common,85,73,None,Poke Ball,Escaped
Bidoof,Common,87,64,Sleep,Great Ball,Escaped
Beldum,Rare,94,83,None,Poke Ball,Escaped
Ho-Oh,Legendary,68,31,Sleep,Poke Ball,Escaped
Oddish,Common,23,41,Paralyze,Poke Ball,Caught
Chansey,Rare,88,75,None,Ultra Ball,Escaped
Weedle,Common,51,11,None,Poke Ball,Caught
Zigzagoon,Common,13,69,None,Great Ball,Escaped
Lapras,Rare,10,13,Paralyze,Poke Ball,Caught
Zubat,Common,53,6,None,Great Ball,Escaped
Geodude,Common,67,44,None,Ultra Ball,Escaped
Rayquaza,Legendary,52,89,Sleep,Ultra Ball,Escaped
Magikarp,Common,40,85,Sleep,Great Ball,Escaped
Oddish,Common,7,18,Paralyze,Poke Ball,Caught
Zubat,Common,57,95,Sleep,Poke Ball,Escaped
Beldum,Rare,82,33,Paralyze,Poke Ball,Escaped
Scyther,Rare,1,89,None,Ultra Ball,Escaped
Bidoof,Common,5,100,Sleep,Great Ball,Caught
Beldum,Rare,13,11,None,Ultra Ball,Caught
Chansey,Rare,4,12,Sleep,Poke Ball,Caught
Bidoof,Common,85,66,Poison,Poke Ball,Escaped
Zigzagoon,Common,76,26,Paralyze,Great Ball,Caught
Lugia,Legendary,84,80,None,Ultra Ball,Escaped
Scyther,Rare,98,34,Paralyze,Great Ball,Escaped
Aerodactyl,Rare,27,3,None,Great Ball,Escaped
Zapdos,Legendary,64,58,None,Great Ball,Escaped
Chansey,Rare,28,41,None,Poke Ball,Escaped
Arcanine,Rare,14,89,Poison,Great Ball,Escaped
Bidoof,Common,38,8,None,Poke Ball,Escaped
Larvitar,Rare,63,81,Sleep,Great Ball,Escaped
Rattata,Common,90,52,Paralyze,Ultra Ball,Caught
Dratini,Rare,27,97,Poison,Ultra Ball,Escaped
Pidgey,Common,14,42,Sleep,Poke Ball,Caught
Weedle,Common,15,7,Sleep,Poke Ball,Caught
Rattata,Common,9,47,None,Ultra Ball,Caught
Gible,Rare,34,27,None,Ultra Ball,Escaped
Palkia,Legendary,65,35,Poison,Ultra Ball,Escaped
Gible,Rare,57,61,Sleep,Poke Ball,Escaped
Gible,Rare,63,41,None,Poke Ball,Escaped
Arcanine,Rare,1,26,Sleep,Ultra Ball,Caught
Caterpie,Common,17,1,None,Ultra Ball,Caught
Larvitar,Rare,71,40,Poison,Poke Ball,Escaped
Arcanine,Rare,43,19,Sleep,Ultra Ball,Caught
Zapdos,Legendary,26,42,Sleep,Ultra Ball,Escaped
Bagon,Rare,88,8,Sleep,Great Ball,Caught
Zigzagoon,Common,50,57,None,Great Ball,Escaped
Rattata,Common,2,35,None,Great Ball,Caught
Rattata,Common,75,74,Sleep,Great Ball,Caught
Zubat,Common,46,40,None,Great Ball,Escaped
Zubat,Common,19,8,None,Great Ball,Caught
Lapras,Rare,58,28,Sleep,Ultra Ball,Caught
Rayquaza,Legendary,11,39,Paralyze,Poke Ball,Escaped
Magikarp,Common,42,7,Sleep,Poke Ball,Caught
Weedle,Common,24,9,Paralyze,Poke Ball,Caught
Gible,Rare,92,5,Poison,Poke Ball,Escaped
Bidoof,Common,51,88,Paralyze,Great Ball,Caught
Gible,Rare,27,65,None,Ultra Ball,Escaped
Weedle,Common,91,29,Sleep,Great Ball,Caught
Oddish,Common,49,75,Paralyze,Ultra Ball,Caught
Zubat,Common,32,77,Poison,Great Ball,Escaped
Poliwag,Common,47,84,None,Great Ball,Escaped
Bagon,Rare,98,28,Paralyze,Ultra Ball,Escaped
Gible,Rare,99,68,None,Poke Ball,Escaped
Gible,Rare,6,32,Paralyze,Poke Ball,Escaped
Poliwag,Common,64,27,Paralyze,Poke Ball,Escaped
Weedle,Common,18,26,Poison,Poke Ball,Caught
Oddish,Common,23,94,None,Great Ball,Escaped
Sentret,Common,25,63,None,Ultra Ball,Caught
Oddish,Common,76,29,None,Ultra Ball,Caught
Pidgey,Common,67,94,Sleep,Ultra Ball,Caught
Sentret,Common,18,15,Paralyze,Poke Ball,Caught
Zubat,Common,3,9,Paralyze,Great Ball,Caught
Poliwag,Common,62,55,None,Great Ball,Escaped
Magikarp,Common,43,67,Poison,Poke Ball,Escaped
Geodude,Common,88,32,None,Ultra Ball,Escaped
Kyogre,Legendary,10,62,Sleep,Ultra Ball,Escaped
Arceus,Legendary,72,22,None,Ultra Ball,Escaped
Poliwag,Common,100,13,Sleep,Poke Ball,Caught
Bidoof,Common,41,98,Paralyze,Great Ball,Escaped
Rayquaza,Legendary,80,68,Sleep,Ultra Ball,Escaped
Sentret,Common,92,92,Paralyze,Great Ball,Escaped
Weedle,Common,98,23,None,Great Ball,Escaped
Larvitar,Rare,81,78,Poison,Ultra Ball,Escaped
Sentret,Common,5,76,Paralyze,Poke Ball,Escaped
Pidgey,Common,14,72,None,Great Ball,Escaped
Poliwag,Common,21,96,None,Great Ball,Escaped
Poliwag,Common,46,63,Paralyze,Ultra Ball,Caught
Bidoof,Common,66,81,Paralyze,Great Ball,Escaped
Magikarp,Common,75,31,None,Great Ball,Escaped
Zubat,Common,54,50,None,Poke Ball,Escaped
Geodude,Common,39,19,Paralyze,Ultra Ball,Caught
Larvitar,Rare,71,69,Sleep,Ultra Ball,Escaped
Arceus,Legendary,21,73,None,Poke Ball,Escaped
Scyther,Rare,37,90,Sleep,Poke Ball,Escaped
Bidoof,Common,86,87,None,Ultra Ball,Escaped
Lapras,Rare,92,26,Sleep,Poke Ball,Escaped
Bidoof,Common,39,90,None,Great Ball,Escaped
Sentret,Common,27,42,None,Poke Ball,Escaped
Magikarp,Common,22,74,None,Great Ball,Escaped
Gible,Rare,7,30,None,Ultra Ball,Escaped
Geodude,Common,30,49,None,Poke Ball,Escaped
Arcanine,Rare,16,5,None,Great Ball,Escaped
Pidgey,Common,5,76,None,Great Ball,Escaped
Poliwag,Common,20,29,Sleep,Poke Ball,Caught
Geodude,Common,64,99,None,Poke Ball,Escaped
Rattata,Common,96,100,None,Poke Ball,Escaped
Sentret,Common,82,71,Sleep,Ultra Ball,Caught
Sentret,Common,51,96,None,Great Ball,Escaped
Bidoof,Common,81,9,None,Great Ball,Escaped
Gible,Rare,14,30,Sleep,Ultra Ball,Caught
Weedle,Common,15,98,Paralyze,Ultra Ball,Caught
Oddish,Common,98,11,Paralyze,Ultra Ball,Caught
Bagon,Rare,77,18,Paralyze,Poke Ball,Escaped
Gyarados,Rare,88,74,None,Great Ball,Escaped
Poliwag,Common,72,45,None,Ultra Ball,Caught
Zigzagoon,Common,68,40,None,Great Ball,Escaped
Bidoof,Common,69,33,None,Poke Ball,Escaped
Magikarp,Common,91,58,Paralyze,Ultra Ball,Caught
Weedle,Common,31,96,Sleep,Ultra Ball,Caught
Ho-Oh,Legendary,69,97,None,Poke Ball,Escaped
Chansey,Rare,23,92,Sleep,Poke Ball,Escaped
Geodude,Common,12,53,None,Poke Ball,Escaped
Larvitar,Rare,50,47,None,Poke Ball,Escaped
Lapras,Rare,30,59,None,Poke Ball,Escaped
Weedle,Common,25,53,None,Poke Ball,Escaped
Geodude,Common,91,98,Sleep,Ultra Ball,Escaped
Scyther,Rare,49,7,None,Ultra Ball,Caught
Dratini,Rare,60,96,None,Ultra Ball,Escaped
Zigzagoon,Common,37,99,None,Ultra Ball,Escaped
Geodude,Common,88,14,Paralyze,Ultra Ball,Caught
Zigzagoon,Common,56,58,None,Poke Ball,Escaped
Kyogre,Legendary,52,10,None,Ultra Ball,Escaped
Gible,Rare,41,33,Paralyze,Poke Ball,Escaped
Weedle,Common,83,8,Poison,Poke Ball,Escaped
Dialga,Legendary,41,49,None,Ultra Ball,Escaped
Bagon,Rare,76,80,Paralyze,Poke Ball,Escaped
Pidgey,Common,59,71,None,Poke Ball,Escaped
Zigzagoon,Common,2,99,None,Poke Ball,Escaped
Bidoof,Common,83,25,None,Ultra Ball,Escaped
Zubat,Common,76,81,None,Poke Ball,Escaped
Mewtwo,Legendary,63,54,None,Great Ball,Escaped
Dialga,Legendary,24,4,None,Ultra Ball,Escaped
Zubat,Common,52,32,None,Ultra Ball,Caught
Scyther,Rare,58,54,Sleep,Ultra Ball,Caught
Sentret,Common,80,71,Poison,Ultra Ball,Escaped
Larvitar,Rare,98,51,Sleep,Great Ball,Escaped
Geodude,Common,18,63,None,Ultra Ball,Caught
Magikarp,Common,90,50,Paralyze,Poke Ball,Escaped
Lapras,Rare,83,94,None,Great Ball,Escaped
Sentret,Common,75,90,Sleep,Ultra Ball,Caught
Sentret,Common,78,2,None,Poke Ball,Escaped
Snorlax,Rare,78,16,None,Poke Ball,Escaped
Zigzagoon,Common,51,65,None,Great Ball,Escaped
Gible,Rare,8,52,None,Great Ball,Escaped
Zigzagoon,Common,20,60,None,Poke Ball,Escaped
Caterpie,Common,46,72,Sleep,Poke Ball,Escaped
Mewtwo,Legendary,34,52,None,Poke Ball,Escaped
Bidoof,Common,45,71,Paralyze,Ultra Ball,Caught
Pidgey,Common,9,58,Poison,Ultra Ball,Caught
Caterpie,Common,88,66,Paralyze,Great Ball,Escaped
Sentret,Common,99,9,None,Great Ball,Escaped
Lugia,Legendary,75,31,None,Ultra Ball,Escaped
Pidgey,Common,85,87,Paralyze,Ultra Ball,Escaped
Zigzagoon,Common,78,61,Sleep,Poke Ball,Escaped
Lapras,Rare,55,28,None,Great Ball,Escaped
Rayquaza,Legendary,16,28,None,Ultra Ball,Escaped
Oddish,Common,73,89,None,Poke Ball,Escaped
Aerodactyl,Rare,69,27,None,Poke Ball,Escaped
Lapras,Rare,27,34,Sleep,Great Ball,Escaped
Scyther,Rare,64,59,Sleep,Great Ball,Escaped
Oddish,Common,69,66,None,Ultra Ball,Escaped
Oddish,Common,75,15,None,Poke Ball,Escaped
Snorlax,Rare,14,68,Poison,Poke Ball,Escaped
Ho-Oh,Legendary,53,15,Sleep,Great Ball,Escaped
Weedle,Common,57,55,None,Poke Ball,Escaped
Larvitar,Rare,4,41,Poison,Ultra Ball,Caught
Larvitar,Rare,47,23,None,Great Ball,Escaped
Oddish,Common,64,11,Paralyze,Poke Ball,Escaped
Geodude,Common,3,75,Paralyze,Poke Ball,Escaped
Scyther,Rare,46,26,None,Poke Ball,Escaped
Rattata,Common,4,35,None,Ultra Ball,Caught
Snorlax,Rare,72,23,Sleep,Poke Ball,Escaped
Dialga,Legendary,40,55,Paralyze,Poke Ball,Escaped
Gyarados,Rare,19,71,Paralyze,Ultra Ball,Caught
Poliwag,Common,67,15,None,Ultra Ball,Caught
Pidgey,Common,57,30,Sleep,Great Ball,Caught
Geodude,Common,11,2,None,Great Ball,Caught
Scyther,Rare,44,44,None,Great Ball,Escaped
Magikarp,Common,84,10,Sleep,Poke Ball,Escaped
Zubat,Common,81,60,Poison,Ultra Ball,Escaped
Magikarp,Common,62,43,None,Ultra Ball,Escaped
Mewtwo,Legendary,60,54,Sleep,Ultra Ball,Escaped
Gyarados,Rare,69,92,Sleep,Ultra Ball,Escaped
Gible,Rare,31,34,None,Ultra Ball,Caught
Oddish,Common,34,51,Paralyze,Poke Ball,Escaped
Gible,Rare,87,51,Sleep,Great Ball,Escaped
Gible,Rare,26,81,None,Great Ball,Escaped
Oddish,Common,7,29,None,Great Ball,Escaped
Snorlax,Rare,55,94,None,Great Ball,Escaped
Caterpie,Common,5,92,Poison,Great Ball,Caught
Giratina,Legendary,40,63,Paralyze,Ultra Ball,Escaped
Larvitar,Rare,66,88,Paralyze,Ultra Ball,Escaped
Larvitar,Rare,73,93,None,Poke Ball,Escaped
Sentret,Common,37,27,None,Poke Ball,Escaped
Zubat,Common,11,46,Paralyze,Great Ball,Caught
Poliwag,Common,22,52,Paralyze,Poke Ball,Caught
Oddish,Common,83,23,Sleep,Great Ball,Escaped
Magikarp,Common,77,51,None,Poke Ball,Escaped
Sentret,Common,95,30,None,Great Ball,Escaped
Sentret,Common,41,90,Paralyze,Great Ball,Caught
Weedle,Common,94,5,None,Great Ball,Escaped
Magikarp,Common,57,95,Paralyze,Ultra Ball,Caught
Caterpie,Common,70,74,None,Great Ball,Escaped
Articuno,Legendary,36,83,Sleep,Poke Ball,Escaped
Poliwag,Common,36,72,None,Poke Ball,Escaped
Bidoof,Common,89,57,None,Poke Ball,Escaped
Snorlax,Rare,49,65,None,Poke Ball,Escaped
Rayquaza,Legendary,61,83,None,Ultra Ball,Escaped
Magikarp,Common,74,62,None,Great Ball,Escaped
Bidoof,Common,86,73,None,Poke Ball,Escaped
Aerodactyl,Rare,67,35,None,Poke Ball,Escaped
Zapdos,Legendary,65,26,Paralyze,Ultra Ball,Escaped
Giratina,Legendary,7,82,Sleep,Poke Ball,Escaped
Magikarp,Common,27,82,Paralyze,Ultra Ball,Caught
Caterpie,Common,87,93,None,Great Ball,Escaped
Arcanine,Rare,78,83,Sleep,Ultra Ball,Escaped
Chansey,Rare,41,72,Sleep,Poke Ball,Escaped
Caterpie,Common,25,39,None,Ultra Ball,Caught
Aerodactyl,Rare,10,47,None,Poke Ball,Escaped
Snorlax,Rare,89,97,Sleep,Ultra Ball,Escaped
Rattata,Common,4,16,None,Poke Ball,Caught
Poliwag,Common,21,83,None,Great Ball,Escaped
Magikarp,Common,27,12,Paralyze,Great Ball,Caught
Giratina,Legendary,8,12,Paralyze,Great Ball,Escaped
Bidoof,Common,13,25,None,Ultra Ball,Caught
Snorlax,Rare,89,3,Paralyze,Great Ball,Caught
Caterpie,Common,16,41,None,Poke Ball,Escaped
Pidgey,Common,75,72,Sleep,Poke Ball,Escaped
Arcanine,Rare,7,55,None,Ultra Ball,Escaped
Oddish,Common,57,15,Sleep,Great Ball,Caught
Sentret,Common,88,47,Poison,Poke Ball,Escaped
Oddish,Common,82,86,None,Great Ball,Escaped
Zubat,Common,82,75,None,Poke Ball,Escaped
Aerodactyl,Rare,70,4,Sleep,Poke Ball,Escaped
Snorlax,Rare,40,30,Sleep,Ultra Ball,Escaped
Mewtwo,Legendary,68,19,None,Poke Ball,Escaped
Lugia,Legendary,89,48,None,Ultra Ball,Escaped
Geodude,Common,77,58,Paralyze,Great Ball,Escaped
Caterpie,Common,22,25,Paralyze,Ultra Ball,Caught
Mewtwo,Legendary,17,48,None,Great Ball,Escaped
Bagon,Rare,98,7,None,Ultra Ball,Escaped
Rattata,Common,70,84,None,Great Ball,Escaped
Rayquaza,Legendary,77,67,Paralyze,Great Ball,Escaped
Scyther,Rare,5,88,None,Ultra Ball,Escaped
Poliwag,Common,92,45,Sleep,Poke Ball,Escaped
Oddish,Common,28,96,None,Poke Ball,Escaped
Pidgey,Common,40,96,None,Great Ball,Escaped
Weedle,Common,54,29,Paralyze,Great Ball,Caught
Sentret,Common,72,76,None,Poke Ball,Escaped
Geodude,Common,68,64,None,Ultra Ball,Escaped
Snorlax,Rare,80,91,Sleep,Great Ball,Escaped
Gyarados,Rare,86,25,None,Poke Ball,Escaped
Chansey,Rare,3,9,Paralyze,Poke Ball,Caught
Aerodactyl,Rare,78,31,None,Poke Ball,Escaped
Zapdos,Legendary,71,56,Sleep,Great Ball,Escaped
Dialga,Legendary,98,32,None,Poke Ball,Escaped
Bidoof,Common,14,7,None,Ultra Ball,Caught
Kyogre,Legendary,86,5,Paralyze,Ultra Ball,Escaped
Zigzagoon,Common,36,29,Sleep,Poke Ball,Caught
Weedle,Common,84,42,Sleep,Ultra Ball,Caught
Gyarados,Rare,69,71,Poison,Ultra Ball,Escaped
Geodude,Common,4,16,Sleep,Great Ball,Caught
Sentret,Common,85,36,Sleep,Great Ball,Escaped
Gible,Rare,95,93,Sleep,Ultra Ball,Escaped
Scyther,Rare,22,96,Poison,Great Ball,Escaped
Geodude,Common,41,82,None,Poke Ball,Escaped
Articuno,Legendary,36,24,Sleep,Ultra Ball,Escaped
Bagon,Rare,34,50,Poison,Great Ball,Escaped
Geodude,Common,1,58,Sleep,Ultra Ball,Caught
Zubat,Common,15,11,None,Poke Ball,Escaped
Bidoof,Common,99,57,None,Great Ball,Escaped
Sentret,Common,62,93,Poison,Ultra Ball,Escaped
Oddish,Common,71,14,None,Ultra Ball,Caught
Chansey,Rare,8,91,None,Poke Ball,Escaped
Weedle,Common,59,91,None,Ultra Ball,Escaped
Pidgey,Common,9,16,None,Ultra Ball,Caught
Gible,Rare,52,32,Sleep,Great Ball,Caught
Rattata,Common,77,83,None,Poke Ball,Escaped
Pidgey,Common,100,2,None,Ultra Ball,Caught
Snorlax,Rare,57,54,None,Poke Ball,Escaped
Sentret,Common,87,61,Sleep,Great Ball,Escaped
Palkia,Legendary,33,30,Sleep,Poke Ball,Escaped
Caterpie,Common,100,83,Sleep,Poke Ball,Escaped
Chansey,Rare,5,82,None,Ultra Ball,Escaped
Geodude,Common,23,82,None,Poke Ball,Escaped
Mewtwo,Legendary,26,6,Poison,Great Ball,Escaped
Gyarados,Rare,31,41,Paralyze,Great Ball,Caught
Kyogre,Legendary,55,15,None,Ultra Ball,Escaped
Poliwag,Common,7,34,None,Ultra Ball,Caught
Geodude,Common,74,14,None,Ultra Ball,Escaped
Aerodactyl,Rare,80,34,Sleep,Poke Ball,Escaped
Gyarados,Rare,40,96,Paralyze,Great Ball,Escaped
Zigzagoon,Common,10,59,Paralyze,Ultra Ball,Caught
Bagon,Rare,57,10,None,Poke Ball,Escaped
Lapras,Rare,90,4,Paralyze,Great Ball,Caught
Larvitar,Rare,95,10,Paralyze,Ultra Ball,Caught
Poliwag,Common,69,9,None,Great Ball,Escaped
Weedle,Common,72,98,None,Great Ball,Escaped
Arcanine,Rare,22,57,Sleep,Great Ball,Escaped
Rattata,Common,3,71,Poison,Ultra Ball,Caught
Caterpie,Common,35,40,Paralyze,Ultra Ball,Caught
Pidgey,Common,91,43,Sleep,Ultra Ball,Caught
Caterpie,Common,59,93,None,Ultra Ball,Escaped
Magikarp,Common,44,63,Sleep,Ultra Ball,Caught
Chansey,Rare,76,62,Paralyze,Poke Ball,Escaped
Zigzagoon,Common,57,56,Poison,Poke Ball,Escaped
Geodude,Common,3,24,Sleep,Great Ball,Caught
Dialga,Legendary,14,81,None,Poke Ball,Escaped
Zubat,Common,9,88,Sleep,Ultra Ball,Caught
Rattata,Common,79,89,None,Ultra Ball,Escaped
Beldum,Rare,92,82,None,Great Ball,Escaped
Larvitar,Rare,4,76,None,Great Ball,Escaped
Bidoof,Common,27,100,Paralyze,Poke Ball,Escaped
Weedle,Common,70,1,Sleep,Ultra Ball,Caught
Oddish,Common,82,65,None,Great Ball,Escaped
Beldum,Rare,67,46,None,Ultra Ball,Escaped
Poliwag,Common,99,13,Sleep,Poke Ball,Caught
Aerodactyl,Rare,89,79,None,Ultra Ball,Escaped
Geodude,Common,94,51,None,Ultra Ball,Escaped
Poliwag,Common,14,52,None,Great Ball,Escaped
Bidoof,Common,67,65,None,Great Ball,Escaped
Geodude,Common,27,49,Sleep,Ultra Ball,Caught
Giratina,Legendary,96,56,None,Ultra Ball,Escaped
Gible,Rare,47,98,None,Poke Ball,Escaped
Geodude,Common,57,26,None,Great Ball,Escaped
Mewtwo,Legendary,15,8,None,Poke Ball,Escaped
Ho-Oh,Legendary,23,97,Paralyze,Poke Ball,Escaped
Zigzagoon,Common,91,38,Sleep,Great Ball,Escaped
Oddish,Common,37,39,None,Great Ball,Caught
Zigzagoon,Common,47,42,None,Great Ball,Escaped
Poliwag,Common,47,3,None,Ultra Ball,Caught
Giratina,Legendary,34,65,None,Ultra Ball,Escaped
Zubat,Common,64,24,None,Ultra Ball,Caught
Kyogre,Legendary,14,92,None,Poke Ball,Escaped
Zubat,Common,68,93,Poison,Ultra Ball,Escaped
Aerodactyl,Rare,96,61,Poison,Ultra Ball,Escaped
Geodude,Common,15,3,Sleep,Poke Ball,Caught
Oddish,Common,75,16,Paralyze,Great Ball,Caught
Bidoof,Common,25,55,Sleep,Great Ball,Escaped
Oddish,Common,16,71,Paralyze,Great Ball,Caught
Poliwag,Common,65,21,Sleep,Ultra Ball,Caught
Bagon,Rare,37,25,None,Ultra Ball,Escaped
Sentret,Common,76,91,None,Ultra Ball,Escaped
Caterpie,Common,92,52,Poison,Great Ball,Escaped
Snorlax,Rare,72,12,Paralyze,Poke Ball,Escaped
Aerodactyl,Rare,14,61,None,Poke Ball,Escaped
Sentret,Common,29,17,Poison,Great Ball,Caught
Magikarp,Common,34,28,None,Great Ball,Escaped
Gible,Rare,67,28,Sleep,Ultra Ball,Caught
Rattata,Common,38,90,None,Poke Ball,Escaped
Bidoof,Common,7,63,Sleep,Ultra Ball,Caught
Rayquaza,Legendary,7,32,None,Poke Ball,Escaped
Bidoof,Common,91,57,None,Great Ball,Escaped
Chansey,Rare,3,5,None,Ultra Ball,Caught
Pidgey,Common,83,22,None,Poke Ball,Escaped
Kyogre,Legendary,58,52,Sleep,Ultra Ball,Escaped
Dratini,Rare,49,10,None,Ultra Ball,Caught
Caterpie,Common,72,67,Paralyze,Poke Ball,Escaped
Magikarp,Common,13,10,Sleep,Poke Ball,Caught
Articuno,Legendary,50,39,Sleep,Poke Ball,Escaped
Caterpie,Common,70,82,None,Great Ball,Escaped
